Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Government,Germany, Paseo , Medium ,$360.00 ,$10.00 ,$7.00 ,"$2,520.00 ",226.8,"$2,293.20 ","$1,800.00 ",493.2,10/1/2014,10, October ,2014
Channel Partners,France, Velo , Medium ,"$1,967.00 ",$120.00 ,$12.00 ,"$23,604.00 ",2124.36,"$21,479.64 ","$5,901.00 ",15578.64,3/1/2014,3, March ,2014
Midmarket,Mexico, Velo , Medium ,"$2,628.00 ",$120.00 ,$15.00 ,"$39,420.00 ",3547.8,"$35,872.20 ","$26,280.00 ",9592.2,4/1/2014,4, April ,2014
Government,Germany, VTT , Medium ,$360.00 ,$250.00 ,$7.00 ,"$2,520.00 ",226.8,"$2,293.20 ","$1,800.00 ",493.2,10/1/2014,10, October ,2014
Government,France, VTT , Medium ,"$2,682.00 ",$250.00 ,$20.00 ,"$53,640.00 ",4827.6,"$48,812.40 ","$26,820.00 ",21992.4,11/1/2013,11, November ,2013
Government,Mexico, VTT , Medium ,$521.00 ,$250.00 ,$7.00 ,"$3,647.00 ",328.23,"$3,318.77 ","$2,605.00 ",713.77,12/1/2014,12, December ,2014
Government,Mexico, Amarilla , Medium ,"$1,038.00 ",$260.00 ,$20.00 ,"$20,760.00 ",1868.4,"$18,891.60 ","$10,380.00 ",8511.6,6/1/2014,6, June ,2014
Midmarket,Canada, Amarilla , Medium ,"$1,630.50 ",$260.00 ,$15.00 ,"$24,457.50 ",2201.18,"$22,256.32 ","$16,305.00 ",5951.32,7/1/2014,7, July ,2014
Channel Partners,France, Amarilla , Medium ,$306.00 ,$260.00 ,$12.00 ,"$3,672.00 ",330.48,"$3,341.52 ",$918.00 ,2423.52,12/1/2013,12, December ,2013
Channel Partners,United States of America, Carretera , High ,$386.00 ,$3.00 ,$12.00 ,"$4,632.00 ",463.2,"$4,168.80 ","$1,158.00 ",3010.8,10/1/2013,10, October ,2013
Government,United States of America, Montana , High ,"$2,328.00 ",$5.00 ,$7.00 ,"$16,296.00 ",1629.6,"$14,666.40 ","$11,640.00 ",3026.4,9/1/2014,9, September ,2014
Channel Partners,United States of America, Paseo , High ,$386.00 ,$10.00 ,$12.00 ,"$4,632.00 ",463.2,"$4,168.80 ","$1,158.00 ",3010.8,10/1/2013,10, October ,2013
Enterprise,United States of America, Carretera , High ,"$3,445.50 ",$3.00 ,$125.00 ,"$430,687.50 ",43068.75,"$387,618.75 ","$413,460.00 ",-25841.25,4/1/2014,4, April ,2014
Enterprise,France, Carretera , High ,"$1,482.00 ",$3.00 ,$125.00 ,"$185,250.00 ",18525,"$166,725.00 ","$177,840.00 ",-11115,12/1/2013,12, December ,2013
Government,United States of America, Montana , High ,"$2,313.00 ",$5.00 ,$350.00 ,"$809,550.00 ",80955,"$728,595.00 ","$601,380.00 ",127215,5/1/2014,5, May ,2014
Enterprise,United States of America, Montana , High ,"$1,804.00 ",$5.00 ,$125.00 ,"$225,500.00 ",22550,"$202,950.00 ","$216,480.00 ",-13530,11/1/2013,11, November ,2013
Midmarket,France, Montana , High ,"$2,072.00 ",$5.00 ,$15.00 ,"$31,080.00 ",3108,"$27,972.00 ","$20,720.00 ",7252,12/1/2014,12, December ,2014
Government,France, Paseo , High ,"$1,954.00 ",$10.00 ,$20.00 ,"$39,080.00 ",3908,"$35,172.00 ","$19,540.00 ",15632,3/1/2014,3, March ,2014
Small Business,Mexico, Paseo , High ,$591.00 ,$10.00 ,$300.00 ,"$177,300.00 ",17730,"$159,570.00 ","$147,750.00 ",11820,5/1/2014,5, May ,2014
Midmarket,France, Paseo , High ,"$2,167.00 ",$10.00 ,$15.00 ,"$32,505.00 ",3250.5,"$29,254.50 ","$21,670.00 ",7584.5,10/1/2013,10, October ,2013
Government,Germany, Paseo , High ,$241.00 ,$10.00 ,$20.00 ,"$4,820.00 ",482,"$4,338.00 ","$2,410.00 ",1928,10/1/2014,10, October ,2014
Midmarket,Germany, Velo , High ,$681.00 ,$120.00 ,$15.00 ,"$10,215.00 ",1021.5,"$9,193.50 ","$6,810.00 ",2383.5,1/1/2014,1, January ,2014
Midmarket,Germany, Velo , High ,$510.00 ,$120.00 ,$15.00 ,"$7,650.00 ",765,"$6,885.00 ","$5,100.00 ",1785,4/1/2014,4, April ,2014
Midmarket,United States of America, Velo , High ,$790.00 ,$120.00 ,$15.00 ,"$11,850.00 ",1185,"$10,665.00 ","$7,900.00 ",2765,5/1/2014,5, May ,2014
Government,France, Velo , High ,$639.00 ,$120.00 ,$350.00 ,"$223,650.00 ",22365,"$201,285.00 ","$166,140.00 ",35145,7/1/2014,7, July ,2014
Enterprise,United States of America, Velo , High ,"$1,596.00 ",$120.00 ,$125.00 ,"$199,500.00 ",19950,"$179,550.00 ","$191,520.00 ",-11970,9/1/2014,9, September ,2014
Small Business,United States of America, Velo , High ,"$2,294.00 ",$120.00 ,$300.00 ,"$688,200.00 ",68820,"$619,380.00 ","$573,500.00 ",45880,10/1/2013,10, October ,2013
Government,Germany, Velo , High ,$241.00 ,$120.00 ,$20.00 ,"$4,820.00 ",482,"$4,338.00 ","$2,410.00 ",1928,10/1/2014,10, October ,2014
Government,Germany, Velo , High ,"$2,665.00 ",$120.00 ,$7.00 ,"$18,655.00 ",1865.5,"$16,789.50 ","$13,325.00 ",3464.5,11/1/2014,11, November ,2014
Enterprise,Canada, Velo , High ,"$1,916.00 ",$120.00 ,$125.00 ,"$239,500.00 ",23950,"$215,550.00 ","$229,920.00 ",-14370,12/1/2013,12, December ,2013
Small Business,France, Velo , High ,$853.00 ,$120.00 ,$300.00 ,"$255,900.00 ",25590,"$230,310.00 ","$213,250.00 ",17060,12/1/2014,12, December ,2014
Enterprise,Mexico, VTT , High ,$341.00 ,$250.00 ,$125.00 ,"$42,625.00 ",4262.5,"$38,362.50 ","$40,920.00 ",-2557.5,5/1/2014,5, May ,2014
Midmarket,Mexico, VTT , High ,$641.00 ,$250.00 ,$15.00 ,"$9,615.00 ",961.5,"$8,653.50 ","$6,410.00 ",2243.5,7/1/2014,7, July ,2014
Government,United States of America, VTT , High ,"$2,807.00 ",$250.00 ,$350.00 ,"$982,450.00 ",98245,"$884,205.00 ","$729,820.00 ",154385,8/1/2014,8, August ,2014
Small Business,Mexico, VTT , High ,$432.00 ,$250.00 ,$300.00 ,"$129,600.00 ",12960,"$116,640.00 ","$108,000.00 ",8640,9/1/2014,9, September ,2014
Small Business,United States of America, VTT , High ,"$2,294.00 ",$250.00 ,$300.00 ,"$688,200.00 ",68820,"$619,380.00 ","$573,500.00 ",45880,10/1/2013,10, October ,2013
Midmarket,France, VTT , High ,"$2,167.00 ",$250.00 ,$15.00 ,"$32,505.00 ",3250.5,"$29,254.50 ","$21,670.00 ",7584.5,10/1/2013,10, October ,2013
Enterprise,Canada, VTT , High ,"$2,529.00 ",$250.00 ,$125.00 ,"$316,125.00 ",31612.5,"$284,512.50 ","$303,480.00 ",-18967.5,11/1/2014,11, November ,2014
Government,Germany, VTT , High ,"$1,870.00 ",$250.00 ,$350.00 ,"$654,500.00 ",65450,"$589,050.00 ","$486,200.00 ",102850,12/1/2013,12, December ,2013
Enterprise,United States of America, Amarilla , High ,$579.00 ,$260.00 ,$125.00 ,"$72,375.00 ",7237.5,"$65,137.50 ","$69,480.00 ",-4342.5,1/1/2014,1, January ,2014
Government,Canada, Amarilla , High ,"$2,240.00 ",$260.00 ,$350.00 ,"$784,000.00 ",78400,"$705,600.00 ","$582,400.00 ",123200,2/1/2014,2, February ,2014
Small Business,United States of America, Amarilla , High ,"$2,993.00 ",$260.00 ,$300.00 ,"$897,900.00 ",89790,"$808,110.00 ","$748,250.00 ",59860,3/1/2014,3, March ,2014
Channel Partners,Canada, Amarilla , High ,"$3,520.50 ",$260.00 ,$12.00 ,"$42,246.00 ",4224.6,"$38,021.40 ","$10,561.50 ",27459.9,4/1/2014,4, April ,2014
Government,Mexico, Amarilla , High ,"$2,039.00 ",$260.00 ,$20.00 ,"$40,780.00 ",4078,"$36,702.00 ","$20,390.00 ",16312,5/1/2014,5, May ,2014
Channel Partners,Germany, Amarilla , High ,"$2,574.00 ",$260.00 ,$12.00 ,"$30,888.00 ",3088.8,"$27,799.20 ","$7,722.00 ",20077.2,8/1/2014,8, August ,2014
Government,Canada, Amarilla , High ,$707.00 ,$260.00 ,$350.00 ,"$247,450.00 ",24745,"$222,705.00 ","$183,820.00 ",38885,9/1/2014,9, September ,2014
Midmarket,France, Amarilla , High ,"$2,072.00 ",$260.00 ,$15.00 ,"$31,080.00 ",3108,"$27,972.00 ","$20,720.00 ",7252,12/1/2014,12, December ,2014
Small Business,France, Amarilla , High ,$853.00 ,$260.00 ,$300.00 ,"$255,900.00 ",25590,"$230,310.00 ","$213,250.00 ",17060,12/1/2014,12, December ,2014
Channel Partners,France, Carretera , High ,"$1,198.00 ",$3.00 ,$12.00 ,"$14,376.00 ",1581.36,"$12,794.64 ","$3,594.00 ",9200.64,10/1/2013,10, October ,2013
Government,France, Paseo , High ,"$2,532.00 ",$10.00 ,$7.00 ,"$17,724.00 ",1949.64,"$15,774.36 ","$12,660.00 ",3114.36,4/1/2014,4, April ,2014
Channel Partners,France, Paseo , High ,"$1,198.00 ",$10.00 ,$12.00 ,"$14,376.00 ",1581.36,"$12,794.64 ","$3,594.00 ",9200.64,10/1/2013,10, October ,2013
Midmarket,Canada, Velo , High ,$384.00 ,$120.00 ,$15.00 ,"$5,760.00 ",633.6,"$5,126.40 ","$3,840.00 ",1286.4,1/1/2014,1, January ,2014
Channel Partners,Germany, Velo , High ,$472.00 ,$120.00 ,$12.00 ,"$5,664.00 ",623.04,"$5,040.96 ","$1,416.00 ",3624.96,10/1/2014,10, October ,2014
Government,United States of America, VTT , High ,"$1,579.00 ",$250.00 ,$7.00 ,"$11,053.00 ",1215.83,"$9,837.17 ","$7,895.00 ",1942.17,3/1/2014,3, March ,2014
Channel Partners,Mexico, VTT , High ,"$1,005.00 ",$250.00 ,$12.00 ,"$12,060.00 ",1326.6,"$10,733.40 ","$3,015.00 ",7718.4,9/1/2013,9, September ,2013
Midmarket,United States of America, Amarilla , High ,"$3,199.50 ",$260.00 ,$15.00 ,"$47,992.50 ",5279.17,"$42,713.33 ","$31,995.00 ",10718.32,7/1/2014,7, July ,2014
Channel Partners,Germany, Amarilla , High ,$472.00 ,$260.00 ,$12.00 ,"$5,664.00 ",623.04,"$5,040.96 ","$1,416.00 ",3624.96,10/1/2014,10, October ,2014
Channel Partners,Canada, Carretera , High ,"$1,937.00 ",$3.00 ,$12.00 ,"$23,244.00 ",2556.84,"$20,687.16 ","$5,811.00 ",14876.16,2/1/2014,2, February ,2014
Government,Germany, Carretera , High ,$792.00 ,$3.00 ,$350.00 ,"$277,200.00 ",30492,"$246,708.00 ","$205,920.00 ",40788,3/1/2014,3, March ,2014
Small Business,Germany, Carretera , High ,"$2,811.00 ",$3.00 ,$300.00 ,"$843,300.00 ",92763,"$750,537.00 ","$702,750.00 ",47787,7/1/2014,7, July ,2014
Enterprise,France, Carretera , High ,"$2,441.00 ",$3.00 ,$125.00 ,"$305,125.00 ",33563.75,"$271,561.25 ","$292,920.00 ",-21358.75,10/1/2014,10, October ,2014
Midmarket,Canada, Carretera , High ,"$1,560.00 ",$3.00 ,$15.00 ,"$23,400.00 ",2574,"$20,826.00 ","$15,600.00 ",5226,11/1/2013,11, November ,2013
Government,Mexico, Carretera , High ,"$2,706.00 ",$3.00 ,$7.00 ,"$18,942.00 ",2083.62,"$16,858.38 ","$13,530.00 ",3328.38,11/1/2013,11, November ,2013
Government,Germany, Montana , High ,$766.00 ,$5.00 ,$350.00 ,"$268,100.00 ",29491,"$238,609.00 ","$199,160.00 ",39449,1/1/2014,1, January ,2014
Government,Germany, Montana , High ,"$2,992.00 ",$5.00 ,$20.00 ,"$59,840.00 ",6582.4,"$53,257.60 ","$29,920.00 ",23337.6,10/1/2013,10, October ,2013
Midmarket,Mexico, Montana , High ,"$2,157.00 ",$5.00 ,$15.00 ,"$32,355.00 ",3559.05,"$28,795.95 ","$21,570.00 ",7225.95,12/1/2014,12, December ,2014
Small Business,Canada, Paseo , High ,$873.00 ,$10.00 ,$300.00 ,"$261,900.00 ",28809,"$233,091.00 ","$218,250.00 ",14841,1/1/2014,1, January ,2014
Government,Mexico, Paseo , High ,"$1,122.00 ",$10.00 ,$20.00 ,"$22,440.00 ",2468.4,"$19,971.60 ","$11,220.00 ",8751.6,3/1/2014,3, March ,2014
Government,Canada, Paseo , High ,"$2,104.50 ",$10.00 ,$350.00 ,"$736,575.00 ",81023.25,"$655,551.75 ","$547,170.00 ",108381.75,7/1/2014,7, July ,2014
Channel Partners,Canada, Paseo , High ,"$4,026.00 ",$10.00 ,$12.00 ,"$48,312.00 ",5314.32,"$42,997.68 ","$12,078.00 ",30919.68,7/1/2014,7, July ,2014
Channel Partners,France, Paseo , High ,"$2,425.50 ",$10.00 ,$12.00 ,"$29,106.00 ",3201.66,"$25,904.34 ","$7,276.50 ",18627.84,7/1/2014,7, July ,2014
Government,Canada, Paseo , High ,"$2,394.00 ",$10.00 ,$20.00 ,"$47,880.00 ",5266.8,"$42,613.20 ","$23,940.00 ",18673.2,8/1/2014,8, August ,2014
Midmarket,Mexico, Paseo , High ,"$1,984.00 ",$10.00 ,$15.00 ,"$29,760.00 ",3273.6,"$26,486.40 ","$19,840.00 ",6646.4,8/1/2014,8, August ,2014
Enterprise,France, Paseo , High ,"$2,441.00 ",$10.00 ,$125.00 ,"$305,125.00 ",33563.75,"$271,561.25 ","$292,920.00 ",-21358.75,10/1/2014,10, October ,2014
Government,Germany, Paseo , High ,"$2,992.00 ",$10.00 ,$20.00 ,"$59,840.00 ",6582.4,"$53,257.60 ","$29,920.00 ",23337.6,10/1/2013,10, October ,2013
Small Business,Canada, Paseo , High ,"$1,366.00 ",$10.00 ,$300.00 ,"$409,800.00 ",45078,"$364,722.00 ","$341,500.00 ",23222,11/1/2014,11, November ,2014
Government,France, Velo , High ,"$2,805.00 ",$120.00 ,$20.00 ,"$56,100.00 ",6171,"$49,929.00 ","$28,050.00 ",21879,9/1/2013,9, September ,2013
Midmarket,Mexico, Velo , High ,$655.00 ,$120.00 ,$15.00 ,"$9,825.00 ",1080.75,"$8,744.25 ","$6,550.00 ",2194.25,9/1/2013,9, September ,2013
Government,Mexico, Velo , High ,$344.00 ,$120.00 ,$350.00 ,"$120,400.00 ",13244,"$107,156.00 ","$89,440.00 ",17716,10/1/2013,10, October ,2013
Government,Canada, Velo , High ,"$1,808.00 ",$120.00 ,$7.00 ,"$12,656.00 ",1392.16,"$11,263.84 ","$9,040.00 ",2223.84,11/1/2014,11, November ,2014
Channel Partners,France, VTT , High ,"$1,734.00 ",$250.00 ,$12.00 ,"$20,808.00 ",2288.88,"$18,519.12 ","$5,202.00 ",13317.12,1/1/2014,1, January ,2014
Enterprise,Mexico, VTT , High ,$554.00 ,$250.00 ,$125.00 ,"$69,250.00 ",7617.5,"$61,632.50 ","$66,480.00 ",-4847.5,1/1/2014,1, January ,2014
Government,Canada, VTT , High ,"$2,935.00 ",$250.00 ,$20.00 ,"$58,700.00 ",6457,"$52,243.00 ","$29,350.00 ",22893,11/1/2013,11, November ,2013
Enterprise,Germany, Amarilla , High ,"$3,165.00 ",$260.00 ,$125.00 ,"$395,625.00 ",43518.75,"$352,106.25 ","$379,800.00 ",-27693.75,1/1/2014,1, January ,2014
Government,Mexico, Amarilla , High ,"$2,629.00 ",$260.00 ,$20.00 ,"$52,580.00 ",5783.8,"$46,796.20 ","$26,290.00 ",20506.2,1/1/2014,1, January ,2014
Enterprise,France, Amarilla , High ,"$1,433.00 ",$260.00 ,$125.00 ,"$179,125.00 ",19703.75,"$159,421.25 ","$171,960.00 ",-12538.75,5/1/2014,5, May ,2014
Enterprise,Mexico, Amarilla , High ,$947.00 ,$260.00 ,$125.00 ,"$118,375.00 ",13021.25,"$105,353.75 ","$113,640.00 ",-8286.25,9/1/2013,9, September ,2013
Government,Mexico, Amarilla , High ,$344.00 ,$260.00 ,$350.00 ,"$120,400.00 ",13244,"$107,156.00 ","$89,440.00 ",17716,10/1/2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ,"$2,157.00 ",$260.00 ,$15.00 ,"$32,355.00 ",3559.05,"$28,795.95 ","$21,570.00 ",7225.95,12/1/2014,12, December ,2014
Government,United States of America, Paseo , High ,$380.00 ,$10.00 ,$7.00 ,"$2,660.00 ",292.6,"$2,367.40 ","$1,900.00 ",467.4,9/1/2013,9, September ,2013
Government,Mexico, Carretera , High ,$886.00 ,$3.00 ,$350.00 ,"$310,100.00 ",37212,"$272,888.00 ","$230,360.00 ",42528,6/1/2014,6, June ,2014
Enterprise,Canada, Carretera , High ,"$2,416.00 ",$3.00 ,$125.00 ,"$302,000.00 ",36240,"$265,760.00 ","$289,920.00 ",-24160,9/1/2013,9, September ,2013
Enterprise,Mexico, Carretera , High ,"$2,156.00 ",$3.00 ,$125.00 ,"$269,500.00 ",32340,"$237,160.00 ","$258,720.00 ",-21560,10/1/2014,10, October ,2014
Midmarket,Canada, Carretera , High ,"$2,689.00 ",$3.00 ,$15.00 ,"$40,335.00 ",4840.2,"$35,494.80 ","$26,890.00 ",8604.8,11/1/2014,11, November ,2014
Midmarket,United States of America, Montana , High ,$677.00 ,$5.00 ,$15.00 ,"$10,155.00 ",1218.6,"$8,936.40 ","$6,770.00 ",2166.4,3/1/2014,3, March ,2014
Small Business,France, Montana , High ,"$1,773.00 ",$5.00 ,$300.00 ,"$531,900.00 ",63828,"$468,072.00 ","$443,250.00 ",24822,4/1/2014,4, April ,2014
Government,Mexico, Montana , High ,"$2,420.00 ",$5.00 ,$7.00 ,"$16,940.00 ",2032.8,"$14,907.20 ","$12,100.00 ",2807.2,9/1/2014,9, September ,2014
Government,Canada, Montana , High ,"$2,734.00 ",$5.00 ,$7.00 ,"$19,138.00 ",2296.56,"$16,841.44 ","$13,670.00 ",3171.44,10/1/2014,10, October ,2014
Government,Mexico, Montana , High ,"$1,715.00 ",$5.00 ,$20.00 ,"$34,300.00 ",4116,"$30,184.00 ","$17,150.00 ",13034,10/1/2013,10, October ,2013
Small Business,France, Montana , High ,"$1,186.00 ",$5.00 ,$300.00 ,"$355,800.00 ",42696,"$313,104.00 ","$296,500.00 ",16604,12/1/2013,12, December ,2013
Small Business,United States of America, Paseo , High ,"$3,495.00 ",$10.00 ,$300.00 ,"$1,048,500.00 ",125820,"$922,680.00 ","$873,750.00 ",48930,1/1/2014,1, January ,2014
Government,Mexico, Paseo , High ,$886.00 ,$10.00 ,$350.00 ,"$310,100.00 ",37212,"$272,888.00 ","$230,360.00 ",42528,6/1/2014,6, June ,2014
Enterprise,Mexico, Paseo , High ,"$2,156.00 ",$10.00 ,$125.00 ,"$269,500.00 ",32340,"$237,160.00 ","$258,720.00 ",-21560,10/1/2014,10, October ,2014
Government,Mexico, Paseo , High ,$905.00 ,$10.00 ,$20.00 ,"$18,100.00 ",2172,"$15,928.00 ","$9,050.00 ",6878,10/1/2014,10, October ,2014
Government,Mexico, Paseo , High ,"$1,715.00 ",$10.00 ,$20.00 ,"$34,300.00 ",4116,"$30,184.00 ","$17,150.00 ",13034,10/1/2013,10, October ,2013
Government,France, Paseo , High ,"$1,594.00 ",$10.00 ,$350.00 ,"$557,900.00 ",66948,"$490,952.00 ","$414,440.00 ",76512,11/1/2014,11, November ,2014
Small Business,Germany, Paseo , High ,"$1,359.00 ",$10.00 ,$300.00 ,"$407,700.00 ",48924,"$358,776.00 ","$339,750.00 ",19026,11/1/2014,11, November ,2014
Small Business,Mexico, Paseo , High ,"$2,150.00 ",$10.00 ,$300.00 ,"$645,000.00 ",77400,"$567,600.00 ","$537,500.00 ",30100,11/1/2014,11, November ,2014
Government,Mexico, Paseo , High ,"$1,197.00 ",$10.00 ,$350.00 ,"$418,950.00 ",50274,"$368,676.00 ","$311,220.00 ",57456,11/1/2014,11, November ,2014
Midmarket,Mexico, Paseo , High ,$380.00 ,$10.00 ,$15.00 ,"$5,700.00 ",684,"$5,016.00 ","$3,800.00 ",1216,12/1/2013,12, December ,2013
Government,Mexico, Paseo , High ,"$1,233.00 ",$10.00 ,$20.00 ,"$24,660.00 ",2959.2,"$21,700.80 ","$12,330.00 ",9370.8,12/1/2014,12, December ,2014
Government,Mexico, Velo , High ,"$1,395.00 ",$120.00 ,$350.00 ,"$488,250.00 ",58590,"$429,660.00 ","$362,700.00 ",66960,7/1/2014,7, July ,2014
Government,United States of America, Velo , High ,$986.00 ,$120.00 ,$350.00 ,"$345,100.00 ",41412,"$303,688.00 ","$256,360.00 ",47328,10/1/2014,10, October ,2014
Government,Mexico, Velo , High ,$905.00 ,$120.00 ,$20.00 ,"$18,100.00 ",2172,"$15,928.00 ","$9,050.00 ",6878,10/1/2014,10, October ,2014
Channel Partners,Canada, VTT , High ,"$2,109.00 ",$250.00 ,$12.00 ,"$25,308.00 ",3036.96,"$22,271.04 ","$6,327.00 ",15944.04,5/1/2014,5, May ,2014
Midmarket,France, VTT , High ,"$3,874.50 ",$250.00 ,$15.00 ,"$58,117.50 ",6974.1,"$51,143.40 ","$38,745.00 ",12398.4,7/1/2014,7, July ,2014
Government,Canada, VTT , High ,$623.00 ,$250.00 ,$350.00 ,"$218,050.00 ",26166,"$191,884.00 ","$161,980.00 ",29904,9/1/2013,9, September ,2013
Government,United States of America, VTT , High ,$986.00 ,$250.00 ,$350.00 ,"$345,100.00 ",41412,"$303,688.00 ","$256,360.00 ",47328,10/1/2014,10, October ,2014
Enterprise,United States of America, VTT , High ,"$2,387.00 ",$250.00 ,$125.00 ,"$298,375.00 ",35805,"$262,570.00 ","$286,440.00 ",-23870,11/1/2014,11, November ,2014
Government,Mexico, VTT , High ,"$1,233.00 ",$250.00 ,$20.00 ,"$24,660.00 ",2959.2,"$21,700.80 ","$12,330.00 ",9370.8,12/1/2014,12, December ,2014
Government,United States of America, Amarilla , High ,$270.00 ,$260.00 ,$350.00 ,"$94,500.00 ",11340,"$83,160.00 ","$70,200.00 ",12960,2/1/2014,2, February ,2014
Government,France, Amarilla , High ,"$3,421.50 ",$260.00 ,$7.00 ,"$23,950.50 ",2874.06,"$21,076.44 ","$17,107.50 ",3968.94,7/1/2014,7, July ,2014
Government,Canada, Amarilla , High ,"$2,734.00 ",$260.00 ,$7.00 ,"$19,138.00 ",2296.56,"$16,841.44 ","$13,670.00 ",3171.44,10/1/2014,10, October ,2014
Midmarket,United States of America, Amarilla , High ,"$2,548.00 ",$260.00 ,$15.00 ,"$38,220.00 ",4586.4,"$33,633.60 ","$25,480.00 ",8153.6,11/1/2013,11, November ,2013
Government,France, Carretera , High ,"$2,521.50 ",$3.00 ,$20.00 ,"$50,430.00 ",6051.6,"$44,378.40 ","$25,215.00 ",19163.4,1/1/2014,1, January ,2014
Channel Partners,Mexico, Montana , High ,"$2,661.00 ",$5.00 ,$12.00 ,"$31,932.00 ",3831.84,"$28,100.16 ","$7,983.00 ",20117.16,5/1/2014,5, May ,2014
Government,Germany, Paseo , High ,"$1,531.00 ",$10.00 ,$20.00 ,"$30,620.00 ",3674.4,"$26,945.60 ","$15,310.00 ",11635.6,12/1/2014,12, December ,2014
Government,France, VTT , High ,"$1,491.00 ",$250.00 ,$7.00 ,"$10,437.00 ",1252.44,"$9,184.56 ","$7,455.00 ",1729.56,3/1/2014,3, March ,2014
Government,Germany, VTT , High ,"$1,531.00 ",$250.00 ,$20.00 ,"$30,620.00 ",3674.4,"$26,945.60 ","$15,310.00 ",11635.6,12/1/2014,12, December ,2014
Channel Partners,Canada, Amarilla , High ,"$2,761.00 ",$260.00 ,$12.00 ,"$33,132.00 ",3975.84,"$29,156.16 ","$8,283.00 ",20873.16,9/1/2013,9, September ,2013
Midmarket,United States of America, Carretera , High ,"$2,567.00 ",$3.00 ,$15.00 ,"$38,505.00 ",5005.65,"$33,499.35 ","$25,670.00 ",7829.35,6/1/2014,6, June ,2014
Midmarket,United States of America, VTT , High ,"$2,567.00 ",$250.00 ,$15.00 ,"$38,505.00 ",5005.65,"$33,499.35 ","$25,670.00 ",7829.35,6/1/2014,6, June ,2014
Government,Canada, Carretera , High ,$923.00 ,$3.00 ,$350.00 ,"$323,050.00 ",41996.5,"$281,053.50 ","$239,980.00 ",41073.5,3/1/2014,3, March ,2014
Government,France, Carretera , High ,"$1,790.00 ",$3.00 ,$350.00 ,"$626,500.00 ",81445,"$545,055.00 ","$465,400.00 ",79655,3/1/2014,3, March ,2014
Government,Germany, Carretera , High ,$442.00 ,$3.00 ,$20.00 ,"$8,840.00 ",1149.2,"$7,690.80 ","$4,420.00 ",3270.8,9/1/2013,9, September ,2013
Government,United States of America, Montana , High ,$982.50 ,$5.00 ,$350.00 ,"$343,875.00 ",44703.75,"$299,171.25 ","$255,450.00 ",43721.25,1/1/2014,1, January ,2014
Government,United States of America, Montana , High ,"$1,298.00 ",$5.00 ,$7.00 ,"$9,086.00 ",1181.18,"$7,904.82 ","$6,490.00 ",1414.82,2/1/2014,2, February ,2014
Channel Partners,Mexico, Montana , High ,$604.00 ,$5.00 ,$12.00 ,"$7,248.00 ",942.24,"$6,305.76 ","$1,812.00 ",4493.76,6/1/2014,6, June ,2014
Government,Mexico, Montana , High ,"$2,255.00 ",$5.00 ,$20.00 ,"$45,100.00 ",5863,"$39,237.00 ","$22,550.00 ",16687,7/1/2014,7, July ,2014
Government,Canada, Montana , High ,"$1,249.00 ",$5.00 ,$20.00 ,"$24,980.00 ",3247.4,"$21,732.60 ","$12,490.00 ",9242.6,10/1/2014,10, October ,2014
Government,United States of America, Paseo , High ,"$1,438.50 ",$10.00 ,$7.00 ,"$10,069.50 ",1309.04,"$8,760.47 ","$7,192.50 ",1567.96,1/1/2014,1, January ,2014
Small Business,Germany, Paseo , High ,$807.00 ,$10.00 ,$300.00 ,"$242,100.00 ",31473,"$210,627.00 ","$201,750.00 ",8877,1/1/2014,1, January ,2014
Government,United States of America, Paseo , High ,"$2,641.00 ",$10.00 ,$20.00 ,"$52,820.00 ",6866.6,"$45,953.40 ","$26,410.00 ",19543.4,2/1/2014,2, February ,2014
Government,Germany, Paseo , High ,"$2,708.00 ",$10.00 ,$20.00 ,"$54,160.00 ",7040.8,"$47,119.20 ","$27,080.00 ",20039.2,2/1/2014,2, February ,2014
Government,Canada, Paseo , High ,"$2,632.00 ",$10.00 ,$350.00 ,"$921,200.00 ",119756,"$801,444.00 ","$684,320.00 ",117124,6/1/2014,6, June ,2014
Enterprise,Canada, Paseo , High ,"$1,583.00 ",$10.00 ,$125.00 ,"$197,875.00 ",25723.75,"$172,151.25 ","$189,960.00 ",-17808.75,6/1/2014,6, June ,2014
Channel Partners,Mexico, Paseo , High ,$571.00 ,$10.00 ,$12.00 ,"$6,852.00 ",890.76,"$5,961.24 ","$1,713.00 ",4248.24,7/1/2014,7, July ,2014
Government,France, Paseo , High ,"$2,696.00 ",$10.00 ,$7.00 ,"$18,872.00 ",2453.36,"$16,418.64 ","$13,480.00 ",2938.64,8/1/2014,8, August ,2014
Midmarket,Canada, Paseo , High ,"$1,565.00 ",$10.00 ,$15.00 ,"$23,475.00 ",3051.75,"$20,423.25 ","$15,650.00 ",4773.25,10/1/2014,10, October ,2014
Government,Canada, Paseo , High ,"$1,249.00 ",$10.00 ,$20.00 ,"$24,980.00 ",3247.4,"$21,732.60 ","$12,490.00 ",9242.6,10/1/2014,10, October ,2014
Government,Germany, Paseo , High ,$357.00 ,$10.00 ,$350.00 ,"$124,950.00 ",16243.5,"$108,706.50 ","$92,820.00 ",15886.5,11/1/2014,11, November ,2014
